mp-17839_K_Na,0
mp-29006_P_S,0
mp-29006_S_O,0
mp-600232_Ni_Sn,0
mp-1220106_Si_Se,0
mp-1223810_K_Na,0
mp-1210648_Mg_Mn,0
mp-1210648_Mg_Ga,0
mp-1111715_Sb_Au,0
mp-1293247_Cl_O,0
mp-22067_Cu_Ge,0
mp-754126_Cu_Au,0
mp-1519275_Ca_Eu,0
mp-1519275_Zr_W,0
mp-1111822_Cs_Na,0
mp-636952_C_S,0
mp-636952_O_F,0
mp-1247600_Sr_Ca,0
mp-1247600_Ti_Mn,0
mp-720807_C_S,0
mp-720807_H_C,0
mp-1037251_Mg_Cu,0
mp-780259_Li_La,0
mp-560090_Mn_Ni,0
mp-560090_Te_Pb,0
mp-1050641_N_O,0
mp-1050641_C_I,0
mp-744008_Ti_Cr,0
mp-744008_Ca_La,0
mp-1037737_Mg_V,0
mp-1567493_C_O,0
mp-861896_Hg_Pd,0
mp-1198579_H_S,0
mp-1198579_S_O,0
mp-2712740_Zn_Si,0
mp-2712740_Si_S,0
mp-1044802_Al_Ni,0
mp-1025225_Ga_Co,0
mp-1213686_Cr_Mo,0
mp-1096184_Hg_Te,0
mp-1194839_Rh_W,0
mp-11498_Mg_Tl,0
mp-540808_N_O,0
mp-540808_S_N,0
mp-14948_Cu_Mo,0
mp-1208495_P_Pd,0
mp-1186242_Hg_Pb,0
mp-1203864_B_P,0
mp-1203864_P_Pb,0
mp-1226085_Co_Cu,0
mp-1226085_Cu_Sn,0
mp-756974_Ni_Sb,0
mp-1096136_Ru_Rh,0
mp-1044649_Si_Sb,0
mp-1044649_Si_Ni,0
mp-27294_As_Br,0
mp-562501_Si_P,0
mp-1212163_N_O,0
mp-1212163_C_N,0
mp-2714756_Zn_Si,0
mp-2714756_Si_S,0
mp-1208063_C_Br,0
mp-1208063_Br_O,0
mp-756602_Mn_Cr,0
mp-1078458_Cr_Fe,0
mp-757953_Th_Nb,0
mp-1200350_N_O,0
mp-1200350_P_H,0
mp-1097476_Zr_Co,0
mp-1075744_Mg_Si,0
mp-1203898_C_S,0
mp-1203898_N_O,0
mp-1232425_Ni_Ir,0
mp-1026687_Si_B,0
mp-1026687_Mg_Si,0
mp-2218990_Mg_Cr,0
mp-510696_Sn_Au,0
mp-1183884_Mg_Tl,0
mp-1095728_P_Pd,0
mp-1183110_Ac_Ce,0
mp-2225277_Mg_Ti,0
mp-2712963_P_S,0
mp-2712963_S_O,0
mp-1096260_In_Pb,0
mp-780556_O_F,0
mp-1026531_Nb_W,0
mp-1026531_Mg_Nb,0
mp-7768_Se_N,0
mp-560687_Te_I,0
mp-560687_I_O,0
mp-753477_Bi_S,0
mp-1217559_Ga_Co,0
mp-863678_Zn_Sb,0
mp-561754_Cl_O,0
mp-561754_Ga_Co,0
mp-1245907_Mn_Fe,0
mp-2224811_Mg_Bi,0
mp-757737_C_O,0
mp-1204197_O_F,0
mp-1113893_K_Rb,0
mp-423_Ge_Pd,0
mp-1516677_Ba_Sr,0
mp-1516677_Sr_Dy,0
mp-1030449_Mo_W,0
mp-1030449_Te_Se,0
mp-1180367_C_O,0
mp-757287_Fe_Ni,0
mp-557805_S_Br,0
mp-557805_Bi_S,0
mp-1175597_Mn_Co,0
mp-1220394_Co_Sb,0
mp-6404_Ba_Ca,0
mp-2231641_O_F,0
mp-2231641_Mg_Fe,0
mp-752655_Fe_Ni,0
mp-752655_Nb_Fe,0
mp-754069_Co_Hg,0
mp-2219481_Se_S,0
mp-2219481_Mo_W,0
mp-11513_Nb_Ni,0
mp-1186812_Pu_Ti,0
